Index,Frequency,Percentage,Word,Desc,Code,Translit,Len,RuUpper,RuUpperLen,RuSymbols
26123,1.59,93.21,загрузка, сущ неод ед жен им ,6047,ZAGRUZKA,8,ЗАГРУЗКА,8,True
26124,1.59,93.21,выискаться, гл сов непер воз инф ,186218,VYISKAT'SJA,11,ВЫИСКАТЬСЯ,10,True
26125,1.59,93.21,думец, сущ одуш ед муж им ,129503,DUMETS,6,ДУМЕЦ,5,True
26126,1.59,93.21,медкомиссия, сущ неод ед жен им ,151337,MEDKOMISSIJA,12,МЕДКОМИССИЯ,11,True
26127,1.59,93.21,щекотка, сущ неод ед жен им ,161575,SCHEKOTKA,9,ЩЕКОТКА,7,True
26128,1.59,93.21,жидовский, прл ед муж им ,104548,ZHIDOVSKIJ,10,ЖИДОВСКИЙ,9,True
26129,1.59,93.21,отмочить, гл сов перех инф ,82675,OTMOCHIT',9,ОТМОЧИТЬ,8,True
26130,1.59,93.21,отрешенность, сущ неод ед жен им ,13109,OTRESHENNOST',13,ОТРЕШЕННОСТЬ,12,True
26131,1.59,93.21,расшифровывать, гл несов перех инф ,93849,RASSHIFROVYVAT',15,РАСШИФРОВЫВАТЬ,14,True
26132,1.59,93.21,опустошать, гл несов перех инф ,81670,OPUSTOSHAT',11,ОПУСТОШАТЬ,10,True
26133,1.59,93.21,охра, сущ неод ед жен им ,153988,OHRA,4,ОХРА,4,False
26134,1.59,93.21,рекордсмен, сущ одуш ед муж им ,138854,REKORDSMEN,10,РЕКОРДСМЕН,10,True
26135,1.59,93.21,созвучный, прл ед муж им ,117616,SOZVUCHNYJ,10,СОЗВУЧНЫЙ,9,True
26136,1.59,93.21,аффект, сущ неод ед муж им ,126431,AFFEKT,6,АФФЕКТ,6,True
26137,1.59,93.21,гончий, прл ед муж им ,103242,GONCHIJ,7,ГОНЧИЙ,6,True
26138,1.59,93.21,гаубичный, прл ед муж им ,102937,GAUBICHNYJ,10,ГАУБИЧНЫЙ,9,True
26139,1.59,93.21,твердеть, гл несов непер инф ,96846,TVERDET',8,ТВЕРДЕТЬ,8,True
26140,1.59,93.21,переменчивый, прл ед муж им ,53514,PEREMENCHIVYJ,13,ПЕРЕМЕНЧИВЫЙ,12,True
26141,1.59,93.21,буги, сущ неод ед муж ,4147079,BUGI,4,БУГИ,4,True
26142,1.59,93.21,преходящий, прл ед муж им ,54329,PREHODJASCHIJ,13,ПРЕХОДЯЩИЙ,10,True
26143,1.59,93.21,потряхивать, гл несов пер/не инф ,184947,POTRJAHIVAT',12,ПОТРЯХИВАТЬ,11,True
26144,1.59,93.21,зык, сущ неод ед муж им ,130270,ZYK,3,ЗЫК,3,True
26145,1.59,93.21,переоценивать, гл несов перех инф ,84357,PEREOTSENIVAT',14,ПЕРЕОЦЕНИВАТЬ,13,True
26146,1.59,93.21,манипулирование, сущ неод ед ср им ,40097,MANIPULIROVANIE,15,МАНИПУЛИРОВАНИЕ,15,True
26147,1.59,93.21,режимный, прл ед муж им ,115832,REZHIMNYJ,9,РЕЖИМНЫЙ,8,True
26148,1.59,93.21,приковывать, гл несов перех инф ,89512,PRIKOVYVAT',11,ПРИКОВЫВАТЬ,11,True
26149,1.59,93.21,набедренный, прл ед муж им ,109306,NABEDRENNYJ,11,НАБЕДРЕННЫЙ,11,True
26150,1.59,93.21,липка, сущ неод ед жен им ,150783,LIPKA,5,ЛИПКА,5,True
26151,1.59,93.21,саммит, сущ неод ед муж им ,139322,SAMMIT,6,САММИТ,6,True
26152,1.59,93.21,восхваление, сущ неод ед ср им ,37817,VOSHVALENIE,11,ВОСХВАЛЕНИЕ,11,True
26153,1.59,93.21,пилотаж, сущ неод ед муж им ,136439,PILOTAZH,8,ПИЛОТАЖ,7,True
26154,1.59,93.21,лаврский, прл ед муж им ,107413,LAVRSKIJ,8,ЛАВРСКИЙ,8,True
26155,1.59,93.21,левак, сущ одуш ед муж им ,1213347,LEVAK,5,ЛЕВАК,5,True
26156,1.59,93.21,гвалт, сущ неод ед муж им ,128230,GVALT,5,ГВАЛТ,5,True
26157,1.59,93.21,приглашаться, гл несов непер воз инф ,191797,PRIGLASHAT'SJA,14,ПРИГЛАШАТЬСЯ,12,True
26158,1.59,93.21,подмен, сущ неод ед муж им ,136913,PODMEN,6,ПОДМЕН,6,True
26159,1.59,93.21,транзитный, прл ед муж им ,118989,TRANZITNYJ,10,ТРАНЗИТНЫЙ,10,True
26160,1.59,93.21,зазорный, прл ед муж им ,104726,ZAZORNYJ,8,ЗАЗОРНЫЙ,8,True
26161,1.59,93.21,шатать, гл несов перех инф ,99489,SHATAT',7,ШАТАТЬ,6,True
26162,1.59,93.21,проиграться, гл сов непер воз инф ,189879,PROIGRAT'SJA,12,ПРОИГРАТЬСЯ,11,True
26163,1.59,93.21,прогалина, сущ неод ед жен им ,15729,PROGALINA,9,ПРОГАЛИНА,9,True
26164,1.59,93.21,продвигать, гл несов перех инф ,217673,PRODVIGAT',10,ПРОДВИГАТЬ,10,True
26165,1.59,93.21,монолитный, прл ед муж им ,51459,MONOLITNYJ,10,МОНОЛИТНЫЙ,10,True
26166,1.59,93.21,холодец, сущ неод ед муж им ,143165,HOLODETS,8,ХОЛОДЕЦ,7,True
26167,1.59,93.21,мозолить, гл несов перех инф ,77972,MOZOLIT',8,МОЗОЛИТЬ,8,True
26168,1.59,93.21,наслоение, сущ неод ед ср им ,169993,NASLOENIE,9,НАСЛОЕНИЕ,9,True
26169,1.59,93.21,перепробовать, гл сов пер/не инф ,84471,PEREPROBOVAT',13,ПЕРЕПРОБОВАТЬ,13,True
26170,1.59,93.21,развертывание, сущ неод ед ср им ,43559,RAZVERTYVANIE,13,РАЗВЕРТЫВАНИЕ,13,True
26171,1.59,93.21,неотличимый, прл ед муж им ,110364,NEOTLICHIMYJ,12,НЕОТЛИЧИМЫЙ,11,True
26172,1.59,93.21,гуляш, сущ неод ед муж им ,128845,GULJASH,7,ГУЛЯШ,5,True
26173,1.59,93.21,вразвалочку, нар опред спос ,199450,VRAZVALOCHKU,12,ВРАЗВАЛОЧКУ,11,True
26174,1.59,93.21,чувственность, сущ неод ед жен им ,22023,CHUVSTVENNOST',14,ЧУВСТВЕННОСТЬ,13,True
26175,1.59,93.21,подначивать, гл несов перех инф ,85979,PODNACHIVAT',12,ПОДНАЧИВАТЬ,11,True
26176,1.59,93.21,новатор, сущ одуш ед муж им ,134694,NOVATOR,7,НОВАТОР,7,False
26177,1.59,93.21,пахота, сущ неод ед жен им ,13523,PAHOTA,6,ПАХОТА,6,True
26178,1.59,93.22,ерш, сущ ед муж им ,1208349,ERSH,4,ЕРШ,3,True
26179,1.59,93.22,нераскрытый, прл ед муж им ,110600,NERASKRYTYJ,11,НЕРАСКРЫТЫЙ,11,True
26180,1.59,93.22,паломничество, сущ неод ед ср им ,164125,PALOMNICHESTVO,14,ПАЛОМНИЧЕСТВО,13,True
26181,1.59,93.22,стриж, сущ одуш ед муж им ,140940,STRIZH,6,СТРИЖ,5,True
26182,1.59,93.22,попятный, прл ед муж им ,113769,POPJATNYJ,9,ПОПЯТНЫЙ,8,True
26183,1.59,93.22,осетр, сущ одуш ед муж им ,135374,OSETR,5,ОСЕТР,5,False
26184,1.59,93.22,истязать, гл несов перех инф ,76807,ISTJAZAT',9,ИСТЯЗАТЬ,8,True
26185,1.59,93.22,безденежье, сущ неод ед ср им ,168554,BEZDENEZH'E,11,БЕЗДЕНЕЖЬЕ,10,True
26186,1.59,93.22,заглядеться, гл сов непер воз инф ,186658,ZAGLJADET'SJA,13,ЗАГЛЯДЕТЬСЯ,11,True
26187,1.59,93.22,скособочить, гл сов перех инф ,175291,SKOSOBOCHIT',12,СКОСОБОЧИТЬ,11,True
26188,1.59,93.22,трудный, прл ед муж им ,56774,TRUDNYJ,7,ТРУДНЫЙ,7,True
26189,1.59,93.22,занизить, гл сов пер/не инф ,177728,ZANIZIT',8,ЗАНИЗИТЬ,8,True
26190,1.59,93.22,выпростать, гл сов перех инф ,171348,VYPROSTAT',10,ВЫПРОСТАТЬ,10,True
26191,1.59,93.22,умывание, сущ неод ед ср им ,164908,UMYVANIE,8,УМЫВАНИЕ,8,True
26192,1.59,93.22,яшмовый, прл ед муж им ,121927,JASHMOVYJ,9,ЯШМОВЫЙ,7,True
26193,1.59,93.22,пописывать, гл несов пер/не инф ,184936,POPISYVAT',10,ПОПИСЫВАТЬ,10,True
26194,1.59,93.22,чернец, сущ одуш ед муж им ,143538,CHERNETS,8,ЧЕРНЕЦ,6,True
26195,1.59,93.22,обрезание, сущ неод ед ср им ,41039,OBREZANIE,9,ОБРЕЗАНИЕ,9,True
26196,1.59,93.22,клюка, сущ неод ед жен им ,7679,KLJUKA,6,КЛЮКА,5,True
26197,1.59,93.22,по-японски, нар опред спос ,203949,PO-JAPONSKI,11,ПО-ЯПОНСКИ,10,True
26198,1.59,93.22,улан, сущ одуш ед муж им ,142210,ULAN,4,УЛАН,4,True
26199,1.59,93.22,ушлый, прл ед муж им ,4152316,USHLYJ,6,УШЛЫЙ,5,True
26200,1.59,93.22,развращать, гл несов перех инф ,181775,RAZVRASCHAT',12,РАЗВРАЩАТЬ,10,True
26201,1.59,93.22,шугануть, гл сов перех инф ,99650,SHUGANUT',9,ШУГАНУТЬ,8,True
26202,1.59,93.22,универсам, сущ неод ед муж им ,4152278,UNIVERSAM,9,УНИВЕРСАМ,9,True
26203,1.59,93.22,монтажный, прл ед муж им ,109083,MONTAZHNYJ,10,МОНТАЖНЫЙ,9,True
26204,1.59,93.22,неповиновение, сущ неод ед ср им ,169788,NEPOVINOVENIE,13,НЕПОВИНОВЕНИЕ,13,True
26205,1.59,93.22,дозировка, сущ неод ед жен им ,5165,DOZIROVKA,9,ДОЗИРОВКА,9,True
26206,1.59,93.22,кус, сущ неод ед муж им ,132310,KUS,3,КУС,3,False
26207,1.59,93.22,подвешивать, гл несов перех инф ,85522,PODVESHIVAT',12,ПОДВЕШИВАТЬ,11,True
26208,1.59,93.22,смилостивиться, гл сов непер воз инф ,190718,SMILOSTIVIT'SJA,15,СМИЛОСТИВИТЬСЯ,14,True
26209,1.59,93.22,разнять, гл сов перех инф ,92749,RAZNJAT',8,РАЗНЯТЬ,7,True
26210,1.59,93.22,писательство, сущ неод ед ср им ,163671,PISATEL'STVO,12,ПИСАТЕЛЬСТВО,12,True
26211,1.59,93.22,дописывать, гл несов перех инф ,72268,DOPISYVAT',10,ДОПИСЫВАТЬ,10,True
26212,1.59,93.22,бесценок, сущ неод ед муж им ,1165872,BESTSENOK,9,БЕСЦЕНОК,8,True
26213,1.59,93.22,кислица, сущ неод ед жен им ,149573,KISLITSA,8,КИСЛИЦА,7,True
26214,1.59,93.22,малочисленный, прл ед муж им ,108237,MALOCHISLENNYJ,14,МАЛОЧИСЛЕННЫЙ,13,True
26215,1.59,93.22,киномеханик, сущ одуш ед муж им ,131187,KINOMEHANIK,11,КИНОМЕХАНИК,11,True
26216,1.59,93.22,ожечь, гл сов перех инф ,172964,OZHECH',7,ОЖЕЧЬ,5,True
26217,1.59,93.22,обезоружить, гл сов перех инф ,79980,OBEZORUZHIT',12,ОБЕЗОРУЖИТЬ,11,True
26218,1.59,93.22,летун, сущ одуш ед муж им ,1213671,LETUN,5,ЛЕТУН,5,True
26219,1.59,93.22,фигаро, сущ неод ед ср ,122704,FIGARO,6,ФИГАРО,6,True
26220,1.59,93.22,неуч, сущ одуш ед муж им ,134638,NEUCH,5,НЕУЧ,4,True
26221,1.59,93.22,углубленный, прл ед муж им ,119454,UGLUBLENNYJ,11,УГЛУБЛЕННЫЙ,11,True
26222,1.59,93.22,чертог, сущ неод ед муж им ,35361,CHERTOG,7,ЧЕРТОГ,6,True
26223,1.59,93.22,перекатить, гл сов пер/не инф ,84085,PEREKATIT',10,ПЕРЕКАТИТЬ,10,True
26224,1.59,93.22,косоглазие, сущ неод ед ср им ,170821,KOSOGLAZIE,10,КОСОГЛАЗИЕ,10,True
26225,1.59,93.22,картечь, сущ неод ед жен им ,7253,KARTECH',8,КАРТЕЧЬ,7,True
26226,1.59,93.22,рассасывание, сущ неод ед ср им ,166263,RASSASYVANIE,12,РАССАСЫВАНИЕ,12,True
26227,1.59,93.22,антисептик, сущ неод ед муж им ,126204,ANTISEPTIK,10,АНТИСЕПТИК,10,True
26228,1.59,93.22,колымага, сущ неод ед жен им ,7907,KOLYMAGA,8,КОЛЫМАГА,8,True
26229,1.59,93.22,анамнез, сущ неод ед муж им ,126112,ANAMNEZ,7,АНАМНЕЗ,7,False
26230,1.59,93.22,джи, сущ неод ед жен ,4147563,DZHI,4,ДЖИ,3,True
26231,1.59,93.22,кишлак, сущ неод ед муж им ,131237,KISHLAK,7,КИШЛАК,6,True
26232,1.59,93.22,геноцид, сущ неод ед муж им ,24267,GENOTSID,8,ГЕНОЦИД,7,True
26233,1.59,93.22,задирала, сущ одуш ед муж им ,129876,ZADIRALA,8,ЗАДИРАЛА,8,True
26234,1.59,93.22,расклеить, гл сов перех инф ,93069,RASKLEIT',9,РАСКЛЕИТЬ,9,True
26235,1.59,93.22,мегалополис, сущ неод ед муж им ,1216563,MEGALOPOLIS,11,МЕГАЛОПОЛИС,11,True
26236,1.59,93.22,платонический, прл ед муж им ,112932,PLATONICHESKIJ,14,ПЛАТОНИЧЕСКИЙ,13,True
26237,1.59,93.22,изумить, гл сов перех инф ,76402,IZUMIT',7,ИЗУМИТЬ,7,True
26238,1.59,93.22,пересаживать, гл несов перех инф ,84546,PERESAZHIVAT',13,ПЕРЕСАЖИВАТЬ,12,True
26239,1.59,93.22,бетонировать, гл 2вид перех инф ,185251,BETONIROVAT',12,БЕТОНИРОВАТЬ,12,True
26240,1.59,93.22,пожухлый, прл ед муж им ,113441,POZHUHLYJ,9,ПОЖУХЛЫЙ,8,True
26241,1.59,93.23,дифтерия, сущ неод ед жен им ,147725,DIFTERIJA,9,ДИФТЕРИЯ,8,True
26242,1.59,93.23,распутица, сущ неод ед жен им ,156943,RASPUTITSA,10,РАСПУТИЦА,9,True
26243,1.59,93.23,надломиться, гл сов непер воз инф ,187490,NADLOMIT'SJA,12,НАДЛОМИТЬСЯ,11,True
26244,1.59,93.23,верткий, прл ед муж им ,102010,VERTKIJ,7,ВЕРТКИЙ,7,True
26245,1.59,93.23,выселять, гл несов перех инф ,178688,VYSELJAT',9,ВЫСЕЛЯТЬ,8,True
26246,1.59,93.23,якутский, прл ед муж им ,121879,JAKUTSKIJ,9,ЯКУТСКИЙ,8,True
26247,1.59,93.23,брюзжать, гл несов пер/не инф ,184570,BRJUZZHAT',10,БРЮЗЖАТЬ,8,True
26248,1.59,93.23,фанатичный, прл ед муж им ,119894,FANATICHNYJ,11,ФАНАТИЧНЫЙ,10,True
26249,1.59,93.23,интернационализм, сущ неод ед муж им ,130485,INTERNATSIONALIZM,17,ИНТЕРНАЦИОНАЛИЗМ,16,True
26250,1.59,93.23,соломка, сущ неод ед жен им ,158569,SOLOMKA,7,СОЛОМКА,7,True
26251,1.59,93.23,причислять, гл несов перех инф ,64445,PRICHISLJAT',12,ПРИЧИСЛЯТЬ,10,True
26252,1.59,93.23,казниться, гл несов непер воз инф ,197839,KAZNIT'SJA,10,КАЗНИТЬСЯ,9,True
26253,1.59,93.23,увильнуть, гл сов непер инф ,177541,UVIL'NUT',9,УВИЛЬНУТЬ,9,True
26254,1.59,93.23,истерично, нар опред кач ,200710,ISTERICHNO,10,ИСТЕРИЧНО,9,True
26255,1.59,93.23,парниковый, прл ед муж им ,112313,PARNIKOVYJ,10,ПАРНИКОВЫЙ,10,True
26256,1.59,93.23,квартирант, сущ одуш ед муж им ,131074,KVARTIRANT,10,КВАРТИРАНТ,10,True
26257,1.59,93.23,разругаться, гл сов непер воз инф ,190281,RAZRUGAT'SJA,12,РАЗРУГАТЬСЯ,11,True
26258,1.59,93.23,водянка, сущ неод ед жен им ,146366,VODJANKA,8,ВОДЯНКА,7,True
26259,1.59,93.23,толстовка, сущ ед жен им ,159529,TOLSTOVKA,9,ТОЛСТОВКА,9,True
26260,1.59,93.23,обтирание, сущ неод ед ср им ,169420,OBTIRANIE,9,ОБТИРАНИЕ,9,True
26261,1.59,93.23,запятнать, гл сов перех инф ,74751,ZAPJATNAT',10,ЗАПЯТНАТЬ,9,True
26262,1.59,93.23,щетинистый, прл ед муж им ,121473,SCHETINISTYJ,12,ЩЕТИНИСТЫЙ,10,True
26263,1.59,93.23,нажатие, сущ неод ед ср им ,40415,NAZHATIE,8,НАЖАТИЕ,7,True
26264,1.59,93.23,нахваливать, гл несов перех инф ,179830,NAHVALIVAT',11,НАХВАЛИВАТЬ,11,True
26265,1.59,93.23,спорый, прл ед муж им ,117859,SPORYJ,6,СПОРЫЙ,6,True
26266,1.59,93.23,запевала, сущ одуш ед общ им ,129995,ZAPEVALA,8,ЗАПЕВАЛА,8,True
26267,1.59,93.23,бусинка, сущ неод ед жен им ,2585,BUSINKA,7,БУСИНКА,7,True
26268,1.59,93.23,салтык, сущ неод ед муж им ,1180679,SALTYK,6,САЛТЫК,6,True
26269,1.59,93.23,паучок, сущ одуш ед муж им ,136009,PAUCHOK,7,ПАУЧОК,6,True
26270,1.59,93.23,вредительский, прл ед муж им ,102517,VREDITEL'SKIJ,13,ВРЕДИТЕЛЬСКИЙ,13,True
26271,1.59,93.23,кичиться, гл несов непер воз инф ,197875,KICHIT'SJA,10,КИЧИТЬСЯ,8,True
26272,1.59,93.23,дистиллированный, прл ед муж им ,103935,DISTILLIROVANNYJ,16,ДИСТИЛЛИРОВАННЫЙ,16,True
26273,1.59,93.23,молебен, сущ неод ед муж им ,133740,MOLEBEN,7,МОЛЕБЕН,7,True
26274,1.59,93.23,малодушие, сущ неод ед ср им ,40091,MALODUSHIE,10,МАЛОДУШИЕ,9,True
26275,1.59,93.23,выделать, гл сов перех инф ,171239,VYDELAT',8,ВЫДЕЛАТЬ,8,True
26276,1.53,93.23,прель, сущ неод ед жен им ,15399,PREL',5,ПРЕЛЬ,5,True
26277,1.53,93.23,организаторский, прл ед муж им ,111746,ORGANIZATORSKIJ,15,ОРГАНИЗАТОРСКИЙ,15,True
26278,1.53,93.23,дезертирство, сущ неод ед ср им ,167447,DEZERTIRSTVO,12,ДЕЗЕРТИРСТВО,12,True
26279,1.53,93.23,побуреть, гл сов непер инф ,176678,POBURET',8,ПОБУРЕТЬ,8,True
26280,1.53,93.23,опекунский, прл ед муж им ,111676,OPEKUNSKIJ,10,ОПЕКУНСКИЙ,10,True
26281,1.53,93.23,гниение, сущ неод ед ср им ,38171,GNIENIE,7,ГНИЕНИЕ,7,True
26282,1.53,93.23,комичный, прл ед муж им ,106544,KOMICHNYJ,9,КОМИЧНЫЙ,8,True
26283,1.53,93.23,матрона, сущ одуш ед жен им ,151256,MATRONA,7,МАТРОНА,7,False
26284,1.53,93.23,отломать, гл сов перех инф ,173188,OTLOMAT',8,ОТЛОМАТЬ,8,True
26285,1.53,93.23,рушник, сущ неод ед муж им ,1180535,RUSHNIK,7,РУШНИК,6,True
26286,1.53,93.23,народонаселение, сущ неод ед ср им ,169994,NARODONASELENIE,15,НАРОДОНАСЕЛЕНИЕ,15,True
26287,1.53,93.23,оголодать, гл сов непер инф ,80922,OGOLODAT',9,ОГОЛОДАТЬ,9,True
26288,1.53,93.23,завидно, предик ,208427,ZAVIDNO,7,ЗАВИДНО,7,True
26289,1.53,93.23,надув, сущ неод ед муж им ,134156,NADUV,5,НАДУВ,5,True
26290,1.53,93.23,демонстрант, сущ одуш ед муж им ,129049,DEMONSTRANT,11,ДЕМОНСТРАНТ,11,True
26291,1.53,93.23,перебывать, гл сов непер инф ,176592,PEREBYVAT',10,ПЕРЕБЫВАТЬ,10,True
26292,1.53,93.23,мысок, сущ неод ед муж им ,134041,MYSOK,5,МЫСОК,5,True
26293,1.53,93.23,поохотиться, гл сов непер воз инф ,189316,POOHOTIT'SJA,12,ПООХОТИТЬСЯ,11,True
26294,1.53,93.23,бриз, сущ неод ед муж им ,23319,BRIZ,4,БРИЗ,4,True
26295,1.53,93.23,многонациональный, прл ед муж им ,108902,MNOGONATSIONAL'NYJ,18,МНОГОНАЦИОНАЛЬНЫЙ,17,True
26296,1.53,93.23,ступка, сущ неод ед жен им ,19383,STUPKA,6,СТУПКА,6,True
26297,1.53,93.23,согласоваться, гл сов непер воз инф ,190748,SOGLASOVAT'SJA,14,СОГЛАСОВАТЬСЯ,13,True
26298,1.53,93.23,уголовный, прл ед муж им ,56889,UGOLOVNYJ,9,УГОЛОВНЫЙ,9,True
26299,1.53,93.23,кубанка, сущ неод ед жен им ,150364,KUBANKA,7,КУБАНКА,7,True
26300,1.53,93.23,изъявить, гл сов перех инф ,76430,IZ'JAVIT',9,ИЗЪЯВИТЬ,8,True
26301,1.53,93.23,кондиция, сущ неод ед жен им ,149872,KONDITSIJA,10,КОНДИЦИЯ,8,True
26302,1.53,93.23,классно, нар опред кач ,200829,KLASSNO,7,КЛАССНО,7,True
26303,1.53,93.23,ковбойский, прл ед муж им ,106403,KOVBOJSKIJ,10,КОВБОЙСКИЙ,10,True
26304,1.53,93.23,штукатур, сущ одуш ед муж им ,144151,SHTUKATUR,9,ШТУКАТУР,8,True
26305,1.53,93.24,побывка, сущ неод ед жен им ,154933,POBYVKA,7,ПОБЫВКА,7,True
26306,1.53,93.24,обуглиться, гл сов непер воз инф ,188097,OBUGLIT'SJA,11,ОБУГЛИТЬСЯ,10,True
26307,1.53,93.24,судебный, прл ед муж им ,56304,SUDEBNYJ,8,СУДЕБНЫЙ,8,True
26308,1.53,93.24,объездить, гл сов перех инф ,172932,OB'EZDIT',9,ОБЪЕЗДИТЬ,9,True
26309,1.53,93.24,демобилизация, сущ неод ед жен им ,147497,DEMOBILIZATSIJA,15,ДЕМОБИЛИЗАЦИЯ,13,True
26310,1.53,93.24,подбор, сущ неод ед муж им ,30327,PODBOR,6,ПОДБОР,6,True
26311,1.53,93.24,сострадать, гл несов непер инф ,184208,SOSTRADAT',10,СОСТРАДАТЬ,10,True
26312,1.53,93.24,дерматин, сущ неод ед муж им ,129057,DERMATIN,8,ДЕРМАТИН,8,True
26313,1.53,93.24,отвоеваться, гл сов непер воз инф ,188355,OTVOEVAT'SJA,12,ОТВОЕВАТЬСЯ,11,True
26314,1.53,93.24,предметный, прл ед муж им ,114125,PREDMETNYJ,10,ПРЕДМЕТНЫЙ,10,True
26315,1.53,93.24,обожраться, гл сов непер воз инф ,188029,OBOZHRAT'SJA,12,ОБОЖРАТЬСЯ,10,True
26316,1.53,93.24,шлях, сущ неод ед муж им ,144011,SHLJAH,6,ШЛЯХ,4,True
26317,1.53,93.24,экскремент, сущ неод ед муж им ,4152633,EKSKREMENT,10,ЭКСКРЕМЕНТ,10,True
26318,1.53,93.24,опоясать, гл сов перех инф ,81574,OPOJASAT',9,ОПОЯСАТЬ,8,True
26319,1.53,93.24,баптист, сущ одуш ед муж им ,126576,BAPTIST,7,БАПТИСТ,7,True
26320,1.53,93.24,развалюха, сущ неод ед жен им ,16485,RAZVALJUHA,10,РАЗВАЛЮХА,9,True
26321,1.53,93.24,весомо, нар опред кач ,199165,VESOMO,6,ВЕСОМО,6,False
26322,1.53,93.24,полумесяц, сущ неод ед муж им ,137238,POLUMESJATS,11,ПОЛУМЕСЯЦ,9,True
26323,1.53,93.24,проницаемость, сущ неод ед жен им ,15861,PRONITSAEMOST',14,ПРОНИЦАЕМОСТЬ,13,True
26324,1.53,93.24,сиделка, сущ одуш ед жен им ,158047,SIDELKA,7,СИДЕЛКА,7,True
26325,1.53,93.24,канна, сущ неод ед жен им ,1195832,KANNA,5,КАННА,5,False
26326,1.53,93.24,уравновешивать, гл несов перех инф ,66873,URAVNOVESHIVAT',15,УРАВНОВЕШИВАТЬ,14,True
26327,1.53,93.24,преднамеренный, прл ед муж им ,54254,PREDNAMERENNYJ,14,ПРЕДНАМЕРЕННЫЙ,14,True
26328,1.53,93.24,плодный, прл ед муж им ,112989,PLODNYJ,7,ПЛОДНЫЙ,7,True
26329,1.53,93.24,катафалк, сущ неод ед муж им ,131011,KATAFALK,8,КАТАФАЛК,8,True
26330,1.53,93.24,чародейство, сущ неод ед ср им ,46079,CHARODEJSTVO,12,ЧАРОДЕЙСТВО,11,True
26331,1.53,93.24,промтоварный, прл ед муж им ,114805,PROMTOVARNYJ,12,ПРОМТОВАРНЫЙ,12,True
26332,1.53,93.24,психоаналитик, сущ одуш ед муж им ,138219,PSIHOANALITIK,13,ПСИХОАНАЛИТИК,13,True
26333,1.53,93.24,долдонить, гл несов пер/не инф ,184642,DOLDONIT',9,ДОЛДОНИТЬ,9,True
26334,1.53,93.24,монашеский, прл ед муж им ,51449,MONASHESKIJ,11,МОНАШЕСКИЙ,10,True
26335,1.53,93.24,редактирование, сущ неод ед ср им ,43937,REDAKTIROVANIE,14,РЕДАКТИРОВАНИЕ,14,True
26336,1.53,93.24,опрятно, нар опред кач ,202843,OPRJATNO,8,ОПРЯТНО,7,True
26337,1.53,93.24,отклонять, гл несов перех инф ,62257,OTKLONJAT',10,ОТКЛОНЯТЬ,9,True
26338,1.53,93.24,тещин, прл ед муж им ,118727,TESCHIN,7,ТЕЩИН,5,True
26339,1.53,93.24,басок, сущ неод ед муж им ,126636,BASOK,5,БАСОК,5,True
26340,1.53,93.24,фант, сущ неод ед муж им ,142494,FANT,4,ФАНТ,4,True
26341,1.53,93.24,загладить, гл сов перех инф ,73138,ZAGLADIT',9,ЗАГЛАДИТЬ,9,True
26342,1.53,93.24,зализать, гл сов перех инф ,171780,ZALIZAT',8,ЗАЛИЗАТЬ,8,True
26343,1.53,93.24,провайдер, сущ одуш ед муж им ,4150847,PROVAJDER,9,ПРОВАЙДЕР,9,True
26344,1.53,93.24,осинка, сущ неод ед жен им ,153736,OSINKA,6,ОСИНКА,6,True
26345,1.53,93.24,трескотня, сущ неод ед жен им ,20379,TRESKOTNJA,10,ТРЕСКОТНЯ,9,True
26346,1.53,93.24,наготовить, гл сов перех инф ,172247,NAGOTOVIT',10,НАГОТОВИТЬ,10,True
26347,1.53,93.24,уплотняться, гл несов непер воз инф ,193248,UPLOTNJAT'SJA,13,УПЛОТНЯТЬСЯ,11,True
26348,1.53,93.24,председательский, прл ед муж им ,114173,PREDSEDATEL'SKIJ,16,ПРЕДСЕДАТЕЛЬСКИЙ,16,True
26349,1.53,93.24,чабан, сущ одуш ед муж им ,143418,CHABAN,6,ЧАБАН,5,True
26350,1.53,93.24,стабилизироваться, гл 2вид непер воз инф ,198225,STABILIZIROVAT'SJA,18,СТАБИЛИЗИРОВАТЬСЯ,17,True
26351,1.53,93.24,тихоня, сущ одуш ед общ им ,141560,TIHONJA,7,ТИХОНЯ,6,True
26352,1.53,93.24,генный, прл ед муж им ,102981,GENNYJ,6,ГЕННЫЙ,6,True
26353,1.53,93.24,оффшорный, прл ед муж им ,4149808,OFFSHORNYJ,10,ОФФШОРНЫЙ,9,True
26354,1.53,93.24,скоропостижный, прл ед муж им ,117258,SKOROPOSTIZHNYJ,15,СКОРОПОСТИЖНЫЙ,14,True
26355,1.53,93.24,бесчинство, сущ неод ед ср им ,168604,BESCHINSTVO,11,БЕСЧИНСТВО,10,True
26356,1.53,93.24,пинг-понг, сущ неод ед муж им ,136446,PING-PONG,9,ПИНГ-ПОНГ,9,True
26357,1.53,93.24,удушать, гл несов перех инф ,182362,UDUSHAT',8,УДУШАТЬ,7,True
26358,1.53,93.24,смягчение, сущ неод ед ср им ,44537,SMJAGCHENIE,11,СМЯГЧЕНИЕ,9,True
26359,1.53,93.24,впросак, нар опред спос ,199428,VPROSAK,7,ВПРОСАК,7,True
26360,1.53,93.24,репрессировать, гл 2вид перех инф ,185646,REPRESSIROVAT',14,РЕПРЕССИРОВАТЬ,14,True
